selected,segment_role,from_vertex,to_vertex,from_slot,to_slot,from_limit,to_limit,anchor_limit,same_anchor_limit,target_endpoint_anchored,source_endpoint_anchored,source_limit_distance,target_limit_distance,total_limit_distance,edge_id,edge_index,selection_score
False,06_13,6:47,13:47,6,13,47,47,24,False,False,False,23,23,46,tuple_edge_1577,1577,1|1|23|46|1577
False,06_13,6:0,13:0,6,13,0,0,24,False,False,False,24,24,48,tuple_edge_1346,1346,1|1|24|48|1346
False,06_13,6:48,13:48,6,13,48,48,24,False,False,False,24,24,48,tuple_edge_1582,1582,1|1|24|48|1582
False,06_13,6:49,13:49,6,13,49,49,24,False,False,False,25,25,50,tuple_edge_1587,1587,1|1|25|50|1587
False,06_13,6:50,13:50,6,13,50,50,24,False,False,False,26,26,52,tuple_edge_1594,1594,1|1|26|52|1594
False,06_13,6:51,13:51,6,13,51,51,24,False,False,False,27,27,54,tuple_edge_1597,1597,1|1|27|54|1597
False,06_13,6:52,13:52,6,13,52,52,24,False,False,False,28,28,56,tuple_edge_1601,1601,1|1|28|56|1601
False,06_13,6:53,13:53,6,13,53,53,24,False,False,False,29,29,58,tuple_edge_1604,1604,1|1|29|58|1604
False,06_13,6:54,13:54,6,13,54,54,24,False,False,False,30,30,60,tuple_edge_1606,1606,1|1|30|60|1606
False,06_13,6:55,13:55,6,13,55,55,24,False,False,False,31,31,62,tuple_edge_1608,1608,1|1|31|62|1608
False,06_13,6:56,13:56,6,13,56,56,24,False,False,False,32,32,64,tuple_edge_1610,1610,1|1|32|64|1610
False,06_13,6:57,13:57,6,13,57,57,24,False,False,False,33,33,66,tuple_edge_1612,1612,1|1|33|66|1612
False,06_13,6:58,13:58,6,13,58,58,24,False,False,False,34,34,68,tuple_edge_1614,1614,1|1|34|68|1614
False,06_13,6:59,13:59,6,13,59,59,24,False,False,False,35,35,70,tuple_edge_1616,1616,1|1|35|70|1616
