candidate_index,A,B,C,D,E,role_pairs,unique_hits,miss_reasons
9913,0,6,12,2,3,00_06 06_12 02_12 02_03,3,DC:missing_target_anchor_edge
9916,0,6,12,2,7,00_06 06_12 02_12 02_07,3,DC:missing_target_anchor_edge
9917,0,6,12,2,8,00_06 06_12 02_12 02_08,3,DC:missing_target_anchor_edge
9924,0,6,12,3,2,00_06 06_12 03_12 03_02,3,DC:missing_target_anchor_edge
9925,0,6,12,3,4,00_06 06_12 03_12 03_04,3,DC:missing_target_anchor_edge
9928,0,6,12,3,8,00_06 06_12 03_12 03_08,3,DC:missing_target_anchor_edge
9929,0,6,12,3,9,00_06 06_12 03_12 03_09,3,DC:missing_target_anchor_edge
9936,0,6,12,4,3,00_06 06_12 04_12 04_03,3,DC:missing_target_anchor_edge
9937,0,6,12,4,5,00_06 06_12 04_12 04_05,3,DC:missing_target_anchor_edge
9940,0,6,12,4,9,00_06 06_12 04_12 04_09,3,DC:missing_target_anchor_edge
9948,0,6,12,5,4,00_06 06_12 05_12 05_04,3,DC:missing_target_anchor_edge
9952,0,6,12,5,10,00_06 06_12 05_12 05_10,3,DC:missing_target_anchor_edge
9955,0,6,12,5,14,00_06 06_12 05_12 05_14,3,DC:missing_target_anchor_edge
9956,0,6,12,7,1,00_06 06_12 07_12 07_01,3,DC:missing_target_anchor_edge
9957,0,6,12,7,2,00_06 06_12 07_12 07_02,3,DC:missing_target_anchor_edge
9963,0,6,12,7,10,00_06 06_12 07_12 07_10,3,DC:missing_target_anchor_edge
9964,0,6,12,7,11,00_06 06_12 07_12 07_11,3,DC:missing_target_anchor_edge
9968,0,6,12,8,2,00_06 06_12 08_12 08_02,3,DC:missing_target_anchor_edge
9969,0,6,12,8,3,00_06 06_12 08_12 08_03,3,DC:missing_target_anchor_edge
9976,0,6,12,8,13,00_06 06_12 08_12 08_13,3,DC:missing_target_anchor_edge
9977,0,6,12,8,14,00_06 06_12 08_12 08_14,3,DC:missing_target_anchor_edge
9978,0,6,12,9,1,00_06 06_12 09_12 09_01,3,DE:missing_target_anchor_edge
9979,0,6,12,9,2,00_06 06_12 09_12 09_02,3,DE:missing_target_anchor_edge
9982,0,6,12,9,5,00_06 06_12 09_12 09_05,3,DE:missing_target_anchor_edge
9983,0,6,12,9,7,00_06 06_12 09_12 09_07,3,DE:missing_target_anchor_edge
9984,0,6,12,9,8,00_06 06_12 09_12 09_08,3,DE:missing_target_anchor_edge
9985,0,6,12,9,10,00_06 06_12 09_12 09_10,3,DE:missing_target_anchor_edge
9987,0,6,12,9,13,00_06 06_12 09_12 09_13,3,DE:missing_target_anchor_edge
9988,0,6,12,9,14,00_06 06_12 09_12 09_14,3,DE:missing_target_anchor_edge
9993,0,6,12,10,5,00_06 06_12 10_12 10_05,3,DC:missing_target_anchor_edge
9994,0,6,12,10,7,00_06 06_12 10_12 10_07,3,DC:missing_target_anchor_edge
9997,0,6,12,10,11,00_06 06_12 10_12 10_11,3,DC:missing_target_anchor_edge
9999,0,6,12,10,14,00_06 06_12 10_12 10_14,3,DC:missing_target_anchor_edge
10000,0,6,12,11,1,00_06 06_12 11_12 11_01,3,DE:missing_target_anchor_edge
10001,0,6,12,11,2,00_06 06_12 11_12 11_02,3,DE:missing_target_anchor_edge
10002,0,6,12,11,3,00_06 06_12 11_12 11_03,3,DE:missing_target_anchor_edge
10003,0,6,12,11,4,00_06 06_12 11_12 11_04,3,DE:missing_target_anchor_edge
10004,0,6,12,11,5,00_06 06_12 11_12 11_05,3,DE:missing_target_anchor_edge
10006,0,6,12,11,8,00_06 06_12 11_12 11_08,3,DE:missing_target_anchor_edge
10009,0,6,12,11,13,00_06 06_12 11_12 11_13,3,DE:missing_target_anchor_edge
10010,0,6,12,11,14,00_06 06_12 11_12 11_14,3,DE:missing_target_anchor_edge
10011,0,6,12,13,1,00_06 06_12 13_12 13_01,3,DE:missing_target_anchor_edge
10012,0,6,12,13,2,00_06 06_12 13_12 13_02,3,DE:missing_target_anchor_edge
10013,0,6,12,13,3,00_06 06_12 13_12 13_03,3,DE:missing_target_anchor_edge
10014,0,6,12,13,4,00_06 06_12 13_12 13_04,3,DE:missing_target_anchor_edge
10015,0,6,12,13,5,00_06 06_12 13_12 13_05,3,DE:missing_target_anchor_edge
10016,0,6,12,13,7,00_06 06_12 13_12 13_07,3,DE:missing_target_anchor_edge
10018,0,6,12,13,9,00_06 06_12 13_12 13_09,3,DE:missing_target_anchor_edge
10019,0,6,12,13,10,00_06 06_12 13_12 13_10,3,DE:missing_target_anchor_edge
10020,0,6,12,13,11,00_06 06_12 13_12 13_11,3,DE:missing_target_anchor_edge
10026,0,6,12,14,5,00_06 06_12 14_12 14_05,3,DC:missing_target_anchor_edge
10028,0,6,12,14,8,00_06 06_12 14_12 14_08,3,DC:missing_target_anchor_edge
10030,0,6,12,14,10,00_06 06_12 14_12 14_10,3,DC:missing_target_anchor_edge
10032,0,6,12,14,13,00_06 06_12 14_12 14_13,3,DC:missing_target_anchor_edge
10033,0,6,13,1,2,00_06 06_13 01_13 01_02,3,DC:missing_target_anchor_edge
10037,0,6,13,1,7,00_06 06_13 01_13 01_07,3,DC:missing_target_anchor_edge
10044,0,6,13,2,1,00_06 06_13 02_13 02_01,3,DC:missing_target_anchor_edge
10045,0,6,13,2,3,00_06 06_13 02_13 02_03,3,DC:missing_target_anchor_edge
10048,0,6,13,2,7,00_06 06_13 02_13 02_07,3,DC:missing_target_anchor_edge
10049,0,6,13,2,8,00_06 06_13 02_13 02_08,3,DC:missing_target_anchor_edge
10056,0,6,13,3,2,00_06 06_13 03_13 03_02,3,DC:missing_target_anchor_edge
10057,0,6,13,3,4,00_06 06_13 03_13 03_04,3,DC:missing_target_anchor_edge
10060,0,6,13,3,8,00_06 06_13 03_13 03_08,3,DC:missing_target_anchor_edge
10061,0,6,13,3,9,00_06 06_13 03_13 03_09,3,DC:missing_target_anchor_edge
10068,0,6,13,4,3,00_06 06_13 04_13 04_03,3,DC:missing_target_anchor_edge
10069,0,6,13,4,5,00_06 06_13 04_13 04_05,3,DC:missing_target_anchor_edge
10072,0,6,13,4,9,00_06 06_13 04_13 04_09,3,DC:missing_target_anchor_edge
10080,0,6,13,5,4,00_06 06_13 05_13 05_04,3,DC:missing_target_anchor_edge
10084,0,6,13,5,10,00_06 06_13 05_13 05_10,3,DC:missing_target_anchor_edge
10087,0,6,13,5,14,00_06 06_13 05_13 05_14,3,DC:missing_target_anchor_edge
10088,0,6,13,7,1,00_06 06_13 07_13 07_01,3,DC:missing_target_anchor_edge
10089,0,6,13,7,2,00_06 06_13 07_13 07_02,3,DC:missing_target_anchor_edge
10095,0,6,13,7,10,00_06 06_13 07_13 07_10,3,DC:missing_target_anchor_edge
10096,0,6,13,7,11,00_06 06_13 07_13 07_11,3,DC:missing_target_anchor_edge
10099,0,6,13,8,1,00_06 06_13 08_13 08_01,3,DE:missing_target_anchor_edge
10102,0,6,13,8,4,00_06 06_13 08_13 08_04,3,DE:missing_target_anchor_edge
10103,0,6,13,8,5,00_06 06_13 08_13 08_05,3,DE:missing_target_anchor_edge
10104,0,6,13,8,7,00_06 06_13 08_13 08_07,3,DE:missing_target_anchor_edge
10105,0,6,13,8,9,00_06 06_13 08_13 08_09,3,DE:missing_target_anchor_edge
10106,0,6,13,8,10,00_06 06_13 08_13 08_10,3,DE:missing_target_anchor_edge
10107,0,6,13,8,11,00_06 06_13 08_13 08_11,3,DE:missing_target_anchor_edge
10108,0,6,13,8,12,00_06 06_13 08_13 08_12,3,DE:missing_target_anchor_edge
10112,0,6,13,9,3,00_06 06_13 09_13 09_03,3,DC:missing_target_anchor_edge
10113,0,6,13,9,4,00_06 06_13 09_13 09_04,3,DC:missing_target_anchor_edge
10118,0,6,13,9,11,00_06 06_13 09_13 09_11,3,DC:missing_target_anchor_edge
10119,0,6,13,9,12,00_06 06_13 09_13 09_12,3,DC:missing_target_anchor_edge
10125,0,6,13,10,5,00_06 06_13 10_13 10_05,3,DC:missing_target_anchor_edge
10126,0,6,13,10,7,00_06 06_13 10_13 10_07,3,DC:missing_target_anchor_edge
10129,0,6,13,10,11,00_06 06_13 10_13 10_11,3,DC:missing_target_anchor_edge
10131,0,6,13,10,14,00_06 06_13 10_13 10_14,3,DC:missing_target_anchor_edge
10137,0,6,13,11,7,00_06 06_13 11_13 11_07,3,DC:missing_target_anchor_edge
10139,0,6,13,11,9,00_06 06_13 11_13 11_09,3,DC:missing_target_anchor_edge
10140,0,6,13,11,10,00_06 06_13 11_13 11_10,3,DC:missing_target_anchor_edge
10141,0,6,13,11,12,00_06 06_13 11_13 11_12,3,DC:missing_target_anchor_edge
10143,0,6,13,12,1,00_06 06_13 12_13 12_01,3,DE:missing_target_anchor_edge
10144,0,6,13,12,2,00_06 06_13 12_13 12_02,3,DE:missing_target_anchor_edge
10145,0,6,13,12,3,00_06 06_13 12_13 12_03,3,DE:missing_target_anchor_edge
10146,0,6,13,12,4,00_06 06_13 12_13 12_04,3,DE:missing_target_anchor_edge
10147,0,6,13,12,5,00_06 06_13 12_13 12_05,3,DE:missing_target_anchor_edge
10148,0,6,13,12,7,00_06 06_13 12_13 12_07,3,DE:missing_target_anchor_edge
10149,0,6,13,12,8,00_06 06_13 12_13 12_08,3,DE:missing_target_anchor_edge
10151,0,6,13,12,10,00_06 06_13 12_13 12_10,3,DE:missing_target_anchor_edge
10153,0,6,13,12,14,00_06 06_13 12_13 12_14,3,DE:missing_target_anchor_edge
10154,0,6,13,14,1,00_06 06_13 14_13 14_01,3,DE:missing_target_anchor_edge
10155,0,6,13,14,2,00_06 06_13 14_13 14_02,3,DE:missing_target_anchor_edge
10156,0,6,13,14,3,00_06 06_13 14_13 14_03,3,DE:missing_target_anchor_edge
10157,0,6,13,14,4,00_06 06_13 14_13 14_04,3,DE:missing_target_anchor_edge
10159,0,6,13,14,7,00_06 06_13 14_13 14_07,3,DE:missing_target_anchor_edge
10161,0,6,13,14,9,00_06 06_13 14_13 14_09,3,DE:missing_target_anchor_edge
10163,0,6,13,14,11,00_06 06_13 14_13 14_11,3,DE:missing_target_anchor_edge
10164,0,6,13,14,12,00_06 06_13 14_13 14_12,3,DE:missing_target_anchor_edge
10212,0,6,14,5,4,00_06 06_14 05_14 05_04,3,BC:missing_target_anchor_edge
10216,0,6,14,5,10,00_06 06_14 05_14 05_10,3,BC:missing_target_anchor_edge
10232,0,6,14,8,2,00_06 06_14 08_14 08_02,3,BC:missing_target_anchor_edge
10233,0,6,14,8,3,00_06 06_14 08_14 08_03,3,BC:missing_target_anchor_edge
10241,0,6,14,8,13,00_06 06_14 08_14 08_13,3,BC:missing_target_anchor_edge
10257,0,6,14,10,5,00_06 06_14 10_14 10_05,3,BC:missing_target_anchor_edge
10258,0,6,14,10,7,00_06 06_14 10_14 10_07,3,BC:missing_target_anchor_edge
10261,0,6,14,10,11,00_06 06_14 10_14 10_11,3,BC:missing_target_anchor_edge
10292,0,6,14,13,8,00_06 06_14 13_14 13_08,3,BC:missing_target_anchor_edge
10296,0,6,14,13,12,00_06 06_14 13_14 13_12,3,BC:missing_target_anchor_edge
10297,0,7,1,2,3,00_07 07_01 02_01 02_03,3,AB:missing_target_anchor_edge
10301,0,7,1,2,8,00_07 07_01 02_01 02_08,3,AB:missing_target_anchor_edge
10349,0,7,1,6,12,00_07 07_01 06_01 06_12,3,AB:missing_target_anchor_edge
10350,0,7,1,6,13,00_07 07_01 06_01 06_13,3,AB:missing_target_anchor_edge
10432,0,7,2,1,6,00_07 07_02 01_02 01_06,3,AB:missing_target_anchor_edge
10441,0,7,2,3,4,00_07 07_02 03_02 03_04,3,AB:missing_target_anchor_edge
10444,0,7,2,3,8,00_07 07_02 03_02 03_08,3,AB:missing_target_anchor_edge
10445,0,7,2,3,9,00_07 07_02 03_02 03_09,3,AB:missing_target_anchor_edge
10485,0,7,2,8,3,00_07 07_02 08_02 08_03,3,AB:missing_target_anchor_edge
10493,0,7,2,8,13,00_07 07_02 08_02 08_13,3,AB:missing_target_anchor_edge
10494,0,7,2,8,14,00_07 07_02 08_02 08_14,3,AB:missing_target_anchor_edge
11400,0,7,10,5,4,00_07 07_10 05_10 05_04,3,AB:missing_target_anchor_edge
11407,0,7,10,5,14,00_07 07_10 05_10 05_14,3,AB:missing_target_anchor_edge
11448,0,7,10,11,9,00_07 07_10 11_10 11_09,3,AB:missing_target_anchor_edge
11449,0,7,10,11,12,00_07 07_10 11_10 11_12,3,AB:missing_target_anchor_edge
11478,0,7,10,14,5,00_07 07_10 14_10 14_05,3,AB:missing_target_anchor_edge
11480,0,7,10,14,8,00_07 07_10 14_10 14_08,3,AB:missing_target_anchor_edge
11484,0,7,10,14,13,00_07 07_10 14_10 14_13,3,AB:missing_target_anchor_edge
11564,0,7,11,9,3,00_07 07_11 09_11 09_03,3,AB:missing_target_anchor_edge
11565,0,7,11,9,4,00_07 07_11 09_11 09_04,3,AB:missing_target_anchor_edge
11570,0,7,11,9,12,00_07 07_11 09_11 09_12,3,AB:missing_target_anchor_edge
11577,0,7,11,10,5,00_07 07_11 10_11 10_05,3,AB:missing_target_anchor_edge
11583,0,7,11,10,14,00_07 07_11 10_11 10_14,3,AB:missing_target_anchor_edge
11589,0,7,11,12,6,00_07 07_11 12_11 12_06,3,AB:missing_target_anchor_edge
11591,0,7,11,12,9,00_07 07_11 12_11 12_09,3,AB:missing_target_anchor_edge
11593,0,7,11,12,13,00_07 07_11 12_11 12_13,3,AB:missing_target_anchor_edge
12148,0,8,2,1,6,00_08 08_02 01_02 01_06,3,AB:missing_target_anchor_edge
12149,0,8,2,1,7,00_08 08_02 01_02 01_07,3,AB:missing_target_anchor_edge
12157,0,8,2,3,4,00_08 08_02 03_02 03_04,3,AB:missing_target_anchor_edge
12161,0,8,2,3,9,00_08 08_02 03_02 03_09,3,AB:missing_target_anchor_edge
12200,0,8,2,7,1,00_08 08_02 07_02 07_01,3,AB:missing_target_anchor_edge
12206,0,8,2,7,10,00_08 08_02 07_02 07_10,3,AB:missing_target_anchor_edge
12207,0,8,2,7,11,00_08 08_02 07_02 07_11,3,AB:missing_target_anchor_edge
12288,0,8,3,2,1,00_08 08_03 02_03 02_01,3,AB:missing_target_anchor_edge
12292,0,8,3,2,7,00_08 08_03 02_03 02_07,3,AB:missing_target_anchor_edge
12301,0,8,3,4,5,00_08 08_03 04_03 04_05,3,AB:missing_target_anchor_edge
12304,0,8,3,4,9,00_08 08_03 04_03 04_09,3,AB:missing_target_anchor_edge
12345,0,8,3,9,4,00_08 08_03 09_03 09_04,3,AB:missing_target_anchor_edge
12350,0,8,3,9,11,00_08 08_03 09_03 09_11,3,AB:missing_target_anchor_edge
12351,0,8,3,9,12,00_08 08_03 09_03 09_12,3,AB:missing_target_anchor_edge
13520,0,8,13,6,1,00_08 08_13 06_13 06_01,3,AB:missing_target_anchor_edge
13529,0,8,13,6,12,00_08 08_13 06_13 06_12,3,AB:missing_target_anchor_edge
13580,0,8,13,12,6,00_08 08_13 12_13 12_06,3,AB:missing_target_anchor_edge
13582,0,8,13,12,9,00_08 08_13 12_13 12_09,3,AB:missing_target_anchor_edge
13584,0,8,13,12,11,00_08 08_13 12_13 12_11,3,AB:missing_target_anchor_edge
13590,0,8,13,14,5,00_08 08_13 14_13 14_05,3,AB:missing_target_anchor_edge
13594,0,8,13,14,10,00_08 08_13 14_13 14_10,3,AB:missing_target_anchor_edge
13644,0,8,14,5,4,00_08 08_14 05_14 05_04,3,AB:missing_target_anchor_edge
13648,0,8,14,5,10,00_08 08_14 05_14 05_10,3,AB:missing_target_anchor_edge
13689,0,8,14,10,5,00_08 08_14 10_14 10_05,3,AB:missing_target_anchor_edge
13691,0,8,14,10,7,00_08 08_14 10_14 10_07,3,AB:missing_target_anchor_edge
13693,0,8,14,10,11,00_08 08_14 10_14 10_11,3,AB:missing_target_anchor_edge
13723,0,8,14,13,6,00_08 08_14 13_14 13_06,3,AB:missing_target_anchor_edge
13728,0,8,14,13,12,00_08 08_14 13_14 13_12,3,AB:missing_target_anchor_edge
14004,0,9,3,2,1,00_09 09_03 02_03 02_01,3,AB:missing_target_anchor_edge
14008,0,9,3,2,7,00_09 09_03 02_03 02_07,3,AB:missing_target_anchor_edge
14009,0,9,3,2,8,00_09 09_03 02_03 02_08,3,AB:missing_target_anchor_edge
14017,0,9,3,4,5,00_09 09_03 04_03 04_05,3,AB:missing_target_anchor_edge
14060,0,9,3,8,2,00_09 09_03 08_03 08_02,3,AB:missing_target_anchor_edge
14068,0,9,3,8,13,00_09 09_03 08_03 08_13,3,AB:missing_target_anchor_edge
14069,0,9,3,8,14,00_09 09_03 08_03 08_14,3,AB:missing_target_anchor_edge
14148,0,9,4,3,2,00_09 09_04 03_04 03_02,3,AB:missing_target_anchor_edge
14152,0,9,4,3,8,00_09 09_04 03_04 03_08,3,AB:missing_target_anchor_edge
14164,0,9,4,5,10,00_09 09_04 05_04 05_10,3,AB:missing_target_anchor_edge
14168,0,9,4,5,14,00_09 09_04 05_04 05_14,3,AB:missing_target_anchor_edge
14983,0,9,11,7,1,00_09 09_11 07_11 07_01,3,AB:missing_target_anchor_edge
14984,0,9,11,7,2,00_09 09_11 07_11 07_02,3,AB:missing_target_anchor_edge
14990,0,9,11,7,10,00_09 09_11 07_11 07_10,3,AB:missing_target_anchor_edge
15009,0,9,11,10,5,00_09 09_11 10_11 10_05,3,AB:missing_target_anchor_edge
15011,0,9,11,10,7,00_09 09_11 10_11 10_07,3,AB:missing_target_anchor_edge
15015,0,9,11,10,14,00_09 09_11 10_11 10_14,3,AB:missing_target_anchor_edge
15021,0,9,11,12,6,00_09 09_11 12_11 12_06,3,AB:missing_target_anchor_edge
15025,0,9,11,12,13,00_09 09_11 12_11 12_13,3,AB:missing_target_anchor_edge
15104,0,9,12,6,1,00_09 09_12 06_12 06_01,3,AB:missing_target_anchor_edge
15113,0,9,12,6,13,00_09 09_12 06_12 06_13,3,AB:missing_target_anchor_edge
15154,0,9,12,11,7,00_09 09_12 11_12 11_07,3,AB:missing_target_anchor_edge
15156,0,9,12,11,10,00_09 09_12 11_12 11_10,3,AB:missing_target_anchor_edge
15164,0,9,12,13,6,00_09 09_12 13_12 13_06,3,AB:missing_target_anchor_edge
15166,0,9,12,13,8,00_09 09_12 13_12 13_08,3,AB:missing_target_anchor_edge
15169,0,9,12,13,14,00_09 09_12 13_12 13_14,3,AB:missing_target_anchor_edge
16008,0,10,5,4,3,00_10 10_05 04_05 04_03,3,AB:missing_target_anchor_edge
16012,0,10,5,4,9,00_10 10_05 04_05 04_09,3,AB:missing_target_anchor_edge
16100,0,10,5,14,8,00_10 10_05 14_05 14_08,3,AB:missing_target_anchor_edge
16104,0,10,5,14,13,00_10 10_05 14_05 14_13,3,AB:missing_target_anchor_edge
16237,0,10,7,1,2,00_10 10_07 01_07 01_02,3,AB:missing_target_anchor_edge
16241,0,10,7,1,6,00_10 10_07 01_07 01_06,3,AB:missing_target_anchor_edge
16248,0,10,7,2,1,00_10 10_07 02_07 02_01,3,AB:missing_target_anchor_edge
16249,0,10,7,2,3,00_10 10_07 02_07 02_03,3,AB:missing_target_anchor_edge
16253,0,10,7,2,8,00_10 10_07 02_07 02_08,3,AB:missing_target_anchor_edge
16332,0,10,7,11,9,00_10 10_07 11_07 11_09,3,AB:missing_target_anchor_edge
16333,0,10,7,11,12,00_10 10_07 11_07 11_12,3,AB:missing_target_anchor_edge
16699,0,10,11,7,1,00_10 10_11 07_11 07_01,3,AB:missing_target_anchor_edge
16700,0,10,11,7,2,00_10 10_11 07_11 07_02,3,AB:missing_target_anchor_edge
16723,0,10,11,9,3,00_10 10_11 09_11 09_03,3,AB:missing_target_anchor_edge
16724,0,10,11,9,4,00_10 10_11 09_11 09_04,3,AB:missing_target_anchor_edge
16729,0,10,11,9,12,00_10 10_11 09_11 09_12,3,AB:missing_target_anchor_edge
16737,0,10,11,12,6,00_10 10_11 12_11 12_06,3,AB:missing_target_anchor_edge
16740,0,10,11,12,9,00_10 10_11 12_11 12_09,3,AB:missing_target_anchor_edge
16741,0,10,11,12,13,00_10 10_11 12_11 12_13,3,AB:missing_target_anchor_edge
17076,0,10,14,5,4,00_10 10_14 05_14 05_04,3,AB:missing_target_anchor_edge
17107,0,10,14,8,2,00_10 10_14 08_14 08_02,3,AB:missing_target_anchor_edge
17108,0,10,14,8,3,00_10 10_14 08_14 08_03,3,AB:missing_target_anchor_edge
17116,0,10,14,8,13,00_10 10_14 08_14 08_13,3,AB:missing_target_anchor_edge
17155,0,10,14,13,6,00_10 10_14 13_14 13_06,3,AB:missing_target_anchor_edge
17157,0,10,14,13,8,00_10 10_14 13_14 13_08,3,AB:missing_target_anchor_edge
17160,0,10,14,13,12,00_10 10_14 13_14 13_12,3,AB:missing_target_anchor_edge
17953,0,11,7,1,2,00_11 11_07 01_07 01_02,3,AB:missing_target_anchor_edge
17957,0,11,7,1,6,00_11 11_07 01_07 01_06,3,AB:missing_target_anchor_edge
17964,0,11,7,2,1,00_11 11_07 02_07 02_01,3,AB:missing_target_anchor_edge
17965,0,11,7,2,3,00_11 11_07 02_07 02_03,3,AB:missing_target_anchor_edge
17969,0,11,7,2,8,00_11 11_07 02_07 02_08,3,AB:missing_target_anchor_edge
18045,0,11,7,10,5,00_11 11_07 10_07 10_05,3,AB:missing_target_anchor_edge
18051,0,11,7,10,14,00_11 11_07 10_07 10_14,3,AB:missing_target_anchor_edge
18240,0,11,9,3,2,00_11 11_09 03_09 03_02,3,AB:missing_target_anchor_edge
18241,0,11,9,3,4,00_11 11_09 03_09 03_04,3,AB:missing_target_anchor_edge
18245,0,11,9,3,8,00_11 11_09 03_09 03_08,3,AB:missing_target_anchor_edge
18252,0,11,9,4,3,00_11 11_09 04_09 04_03,3,AB:missing_target_anchor_edge
18253,0,11,9,4,5,00_11 11_09 04_09 04_05,3,AB:missing_target_anchor_edge
18321,0,11,9,12,6,00_11 11_09 12_09 12_06,3,AB:missing_target_anchor_edge
18325,0,11,9,12,13,00_11 11_09 12_09 12_13,3,AB:missing_target_anchor_edge
18396,0,11,10,5,4,00_11 11_10 05_10 05_04,3,AB:missing_target_anchor_edge
18403,0,11,10,5,14,00_11 11_10 05_10 05_14,3,AB:missing_target_anchor_edge
18415,0,11,10,7,1,00_11 11_10 07_10 07_01,3,AB:missing_target_anchor_edge
18416,0,11,10,7,2,00_11 11_10 07_10 07_02,3,AB:missing_target_anchor_edge
18474,0,11,10,14,5,00_11 11_10 14_10 14_05,3,AB:missing_target_anchor_edge
18477,0,11,10,14,8,00_11 11_10 14_10 14_08,3,AB:missing_target_anchor_edge
18480,0,11,10,14,13,00_11 11_10 14_10 14_13,3,AB:missing_target_anchor_edge
18536,0,11,12,6,1,00_11 11_12 06_12 06_01,3,AB:missing_target_anchor_edge
18545,0,11,12,6,13,00_11 11_12 06_12 06_13,3,AB:missing_target_anchor_edge
18571,0,11,12,9,3,00_11 11_12 09_12 09_03,3,AB:missing_target_anchor_edge
18572,0,11,12,9,4,00_11 11_12 09_12 09_04,3,AB:missing_target_anchor_edge
18596,0,11,12,13,6,00_11 11_12 13_12 13_06,3,AB:missing_target_anchor_edge
18598,0,11,12,13,8,00_11 11_12 13_12 13_08,3,AB:missing_target_anchor_edge
18601,0,11,12,13,14,00_11 11_12 13_12 13_14,3,AB:missing_target_anchor_edge
19537,0,12,6,1,2,00_12 12_06 01_06 01_02,3,AB:missing_target_anchor_edge
19541,0,12,6,1,7,00_12 12_06 01_06 01_07,3,AB:missing_target_anchor_edge
19653,0,12,6,13,8,00_12 12_06 13_06 13_08,3,AB:missing_target_anchor_edge
19657,0,12,6,13,14,00_12 12_06 13_06 13_14,3,AB:missing_target_anchor_edge
19956,0,12,9,3,2,00_12 12_09 03_09 03_02,3,AB:missing_target_anchor_edge
19957,0,12,9,3,4,00_12 12_09 03_09 03_04,3,AB:missing_target_anchor_edge
19961,0,12,9,3,8,00_12 12_09 03_09 03_08,3,AB:missing_target_anchor_edge
19968,0,12,9,4,3,00_12 12_09 04_09 04_03,3,AB:missing_target_anchor_edge
19969,0,12,9,4,5,00_12 12_09 04_09 04_05,3,AB:missing_target_anchor_edge
20038,0,12,9,11,7,00_12 12_09 11_09 11_07,3,AB:missing_target_anchor_edge
20040,0,12,9,11,10,00_12 12_09 11_09 11_10,3,AB:missing_target_anchor_edge
20263,0,12,11,7,1,00_12 12_11 07_11 07_01,3,AB:missing_target_anchor_edge
20264,0,12,11,7,2,00_12 12_11 07_11 07_02,3,AB:missing_target_anchor_edge
20271,0,12,11,7,10,00_12 12_11 07_11 07_10,3,AB:missing_target_anchor_edge
20287,0,12,11,9,3,00_12 12_11 09_11 09_03,3,AB:missing_target_anchor_edge
20288,0,12,11,9,4,00_12 12_11 09_11 09_04,3,AB:missing_target_anchor_edge
20300,0,12,11,10,5,00_12 12_11 10_11 10_05,3,AB:missing_target_anchor_edge
20302,0,12,11,10,7,00_12 12_11 10_11 10_07,3,AB:missing_target_anchor_edge
20306,0,12,11,10,14,00_12 12_11 10_11 10_14,3,AB:missing_target_anchor_edge
20384,0,12,13,6,1,00_12 12_13 06_13 06_01,3,AB:missing_target_anchor_edge
20407,0,12,13,8,2,00_12 12_13 08_13 08_02,3,AB:missing_target_anchor_edge
20408,0,12,13,8,3,00_12 12_13 08_13 08_03,3,AB:missing_target_anchor_edge
20416,0,12,13,8,14,00_12 12_13 08_13 08_14,3,AB:missing_target_anchor_edge
20454,0,12,13,14,5,00_12 12_13 14_13 14_05,3,AB:missing_target_anchor_edge
20457,0,12,13,14,8,00_12 12_13 14_13 14_08,3,AB:missing_target_anchor_edge
20459,0,12,13,14,10,00_12 12_13 14_13 14_10,3,AB:missing_target_anchor_edge
21253,0,13,6,1,2,00_13 13_06 01_06 01_02,3,AB:missing_target_anchor_edge
21257,0,13,6,1,7,00_13 13_06 01_06 01_07,3,AB:missing_target_anchor_edge
21370,0,13,6,12,9,00_13 13_06 12_06 12_09,3,AB:missing_target_anchor_edge
21372,0,13,6,12,11,00_13 13_06 12_06 12_11,3,AB:missing_target_anchor_edge
21528,0,13,8,2,1,00_13 13_08 02_08 02_01,3,AB:missing_target_anchor_edge
21529,0,13,8,2,3,00_13 13_08 02_08 02_03,3,AB:missing_target_anchor_edge
21533,0,13,8,2,7,00_13 13_08 02_08 02_07,3,AB:missing_target_anchor_edge
21540,0,13,8,3,2,00_13 13_08 03_08 03_02,3,AB:missing_target_anchor_edge
21541,0,13,8,3,4,00_13 13_08 03_08 03_04,3,AB:missing_target_anchor_edge
21545,0,13,8,3,9,00_13 13_08 03_08 03_09,3,AB:missing_target_anchor_edge
21642,0,13,8,14,5,00_13 13_08 14_08 14_05,3,AB:missing_target_anchor_edge
21646,0,13,8,14,10,00_13 13_08 14_08 14_10,3,AB:missing_target_anchor_edge
22100,0,13,12,6,1,00_13 13_12 06_12 06_01,3,AB:missing_target_anchor_edge
22135,0,13,12,9,3,00_13 13_12 09_12 09_03,3,AB:missing_target_anchor_edge
22136,0,13,12,9,4,00_13 13_12 09_12 09_04,3,AB:missing_target_anchor_edge
22142,0,13,12,9,11,00_13 13_12 09_12 09_11,3,AB:missing_target_anchor_edge
22161,0,13,12,11,7,00_13 13_12 11_12 11_07,3,AB:missing_target_anchor_edge
22163,0,13,12,11,9,00_13 13_12 11_12 11_09,3,AB:missing_target_anchor_edge
22164,0,13,12,11,10,00_13 13_12 11_12 11_10,3,AB:missing_target_anchor_edge
22224,0,13,14,5,4,00_13 13_14 05_14 05_04,3,AB:missing_target_anchor_edge
22229,0,13,14,5,10,00_13 13_14 05_14 05_10,3,AB:missing_target_anchor_edge
22255,0,13,14,8,2,00_13 13_14 08_14 08_02,3,AB:missing_target_anchor_edge
