candidate_index,A,B,C,D,E,role_pairs,unique_hits,miss_reasons
7785,0,5,8,14,10,00_05 05_08 14_08 14_10,3,BC:missing_target_anchor_edge
7788,0,5,8,14,13,00_05 05_08 14_08 14_13,3,BC:missing_target_anchor_edge
7812,0,5,9,3,2,00_05 05_09 03_09 03_02,3,BC:missing_target_anchor_edge
7813,0,5,9,3,4,00_05 05_09 03_09 03_04,3,BC:missing_target_anchor_edge
7816,0,5,9,3,8,00_05 05_09 03_09 03_08,3,BC:missing_target_anchor_edge
7824,0,5,9,4,3,00_05 05_09 04_09 04_03,3,BC:missing_target_anchor_edge
7882,0,5,9,11,7,00_05 05_09 11_09 11_07,3,BC:missing_target_anchor_edge
7884,0,5,9,11,10,00_05 05_09 11_09 11_10,3,BC:missing_target_anchor_edge
7885,0,5,9,11,12,00_05 05_09 11_09 11_12,3,BC:missing_target_anchor_edge
7892,0,5,9,12,6,00_05 05_09 12_09 12_06,3,BC:missing_target_anchor_edge
7896,0,5,9,12,11,00_05 05_09 12_09 12_11,3,BC:missing_target_anchor_edge
7897,0,5,9,12,13,00_05 05_09 12_09 12_13,3,BC:missing_target_anchor_edge
7921,0,5,10,1,2,00_05 05_10 01_10 01_02,3,DC:missing_target_anchor_edge
7924,0,5,10,1,6,00_05 05_10 01_10 01_06,3,DC:missing_target_anchor_edge
7925,0,5,10,1,7,00_05 05_10 01_10 01_07,3,DC:missing_target_anchor_edge
7932,0,5,10,2,1,00_05 05_10 02_10 02_01,3,DC:missing_target_anchor_edge
7933,0,5,10,2,3,00_05 05_10 02_10 02_03,3,DC:missing_target_anchor_edge
7936,0,5,10,2,7,00_05 05_10 02_10 02_07,3,DC:missing_target_anchor_edge
7937,0,5,10,2,8,00_05 05_10 02_10 02_08,3,DC:missing_target_anchor_edge
7944,0,5,10,3,2,00_05 05_10 03_10 03_02,3,DC:missing_target_anchor_edge
7945,0,5,10,3,4,00_05 05_10 03_10 03_04,3,DC:missing_target_anchor_edge
7948,0,5,10,3,8,00_05 05_10 03_10 03_08,3,DC:missing_target_anchor_edge
7949,0,5,10,3,9,00_05 05_10 03_10 03_09,3,DC:missing_target_anchor_edge
7956,0,5,10,4,3,00_05 05_10 04_10 04_03,3,DC:missing_target_anchor_edge
7960,0,5,10,4,9,00_05 05_10 04_10 04_09,3,DC:missing_target_anchor_edge
7965,0,5,10,6,1,00_05 05_10 06_10 06_01,3,DC:missing_target_anchor_edge
7973,0,5,10,6,12,00_05 05_10 06_10 06_12,3,DC:missing_target_anchor_edge
7974,0,5,10,6,13,00_05 05_10 06_10 06_13,3,DC:missing_target_anchor_edge
7978,0,5,10,7,3,00_05 05_10 07_10 07_03,3,DE:missing_target_anchor_edge
7979,0,5,10,7,4,00_05 05_10 07_10 07_04,3,DE:missing_target_anchor_edge
7980,0,5,10,7,6,00_05 05_10 07_10 07_06,3,DE:missing_target_anchor_edge
7981,0,5,10,7,8,00_05 05_10 07_10 07_08,3,DE:missing_target_anchor_edge
7982,0,5,10,7,9,00_05 05_10 07_10 07_09,3,DE:missing_target_anchor_edge
7984,0,5,10,7,12,00_05 05_10 07_10 07_12,3,DE:missing_target_anchor_edge
7985,0,5,10,7,13,00_05 05_10 07_10 07_13,3,DE:missing_target_anchor_edge
7986,0,5,10,7,14,00_05 05_10 07_10 07_14,3,DE:missing_target_anchor_edge
7988,0,5,10,8,2,00_05 05_10 08_10 08_02,3,DC:missing_target_anchor_edge
7989,0,5,10,8,3,00_05 05_10 08_10 08_03,3,DC:missing_target_anchor_edge
7996,0,5,10,8,13,00_05 05_10 08_10 08_13,3,DC:missing_target_anchor_edge
7997,0,5,10,8,14,00_05 05_10 08_10 08_14,3,DC:missing_target_anchor_edge
8000,0,5,10,9,3,00_05 05_10 09_10 09_03,3,DC:missing_target_anchor_edge
8001,0,5,10,9,4,00_05 05_10 09_10 09_04,3,DC:missing_target_anchor_edge
8005,0,5,10,9,11,00_05 05_10 09_10 09_11,3,DC:missing_target_anchor_edge
8006,0,5,10,9,12,00_05 05_10 09_10 09_12,3,DC:missing_target_anchor_edge
8009,0,5,10,11,1,00_05 05_10 11_10 11_01,3,DE:missing_target_anchor_edge
8010,0,5,10,11,2,00_05 05_10 11_10 11_02,3,DE:missing_target_anchor_edge
8011,0,5,10,11,3,00_05 05_10 11_10 11_03,3,DE:missing_target_anchor_edge
8012,0,5,10,11,4,00_05 05_10 11_10 11_04,3,DE:missing_target_anchor_edge
8013,0,5,10,11,6,00_05 05_10 11_10 11_06,3,DE:missing_target_anchor_edge
8015,0,5,10,11,8,00_05 05_10 11_10 11_08,3,DE:missing_target_anchor_edge
8018,0,5,10,11,13,00_05 05_10 11_10 11_13,3,DE:missing_target_anchor_edge
8019,0,5,10,11,14,00_05 05_10 11_10 11_14,3,DE:missing_target_anchor_edge
8024,0,5,10,12,6,00_05 05_10 12_10 12_06,3,DC:missing_target_anchor_edge
8027,0,5,10,12,9,00_05 05_10 12_10 12_09,3,DC:missing_target_anchor_edge
8028,0,5,10,12,11,00_05 05_10 12_10 12_11,3,DC:missing_target_anchor_edge
8029,0,5,10,12,13,00_05 05_10 12_10 12_13,3,DC:missing_target_anchor_edge
8035,0,5,10,13,6,00_05 05_10 13_10 13_06,3,DC:missing_target_anchor_edge
8037,0,5,10,13,8,00_05 05_10 13_10 13_08,3,DC:missing_target_anchor_edge
8040,0,5,10,13,12,00_05 05_10 13_10 13_12,3,DC:missing_target_anchor_edge
8041,0,5,10,13,14,00_05 05_10 13_10 13_14,3,DC:missing_target_anchor_edge
8042,0,5,10,14,1,00_05 05_10 14_10 14_01,3,DE:missing_target_anchor_edge
8043,0,5,10,14,2,00_05 05_10 14_10 14_02,3,DE:missing_target_anchor_edge
8044,0,5,10,14,3,00_05 05_10 14_10 14_03,3,DE:missing_target_anchor_edge
8045,0,5,10,14,4,00_05 05_10 14_10 14_04,3,DE:missing_target_anchor_edge
8046,0,5,10,14,6,00_05 05_10 14_10 14_06,3,DE:missing_target_anchor_edge
8047,0,5,10,14,7,00_05 05_10 14_10 14_07,3,DE:missing_target_anchor_edge
8049,0,5,10,14,9,00_05 05_10 14_10 14_09,3,DE:missing_target_anchor_edge
8050,0,5,10,14,11,00_05 05_10 14_10 14_11,3,DE:missing_target_anchor_edge
8051,0,5,10,14,12,00_05 05_10 14_10 14_12,3,DE:missing_target_anchor_edge
8108,0,5,11,7,1,00_05 05_11 07_11 07_01,3,BC:missing_target_anchor_edge
8109,0,5,11,7,2,00_05 05_11 07_11 07_02,3,BC:missing_target_anchor_edge
8115,0,5,11,7,10,00_05 05_11 07_11 07_10,3,BC:missing_target_anchor_edge
8132,0,5,11,9,3,00_05 05_11 09_11 09_03,3,BC:missing_target_anchor_edge
8133,0,5,11,9,4,00_05 05_11 09_11 09_04,3,BC:missing_target_anchor_edge
8138,0,5,11,9,12,00_05 05_11 09_11 09_12,3,BC:missing_target_anchor_edge
8146,0,5,11,10,7,00_05 05_11 10_11 10_07,3,BC:missing_target_anchor_edge
8151,0,5,11,10,14,00_05 05_11 10_11 10_14,3,BC:missing_target_anchor_edge
8156,0,5,11,12,6,00_05 05_11 12_11 12_06,3,BC:missing_target_anchor_edge
8159,0,5,11,12,9,00_05 05_11 12_11 12_09,3,BC:missing_target_anchor_edge
8161,0,5,11,12,13,00_05 05_11 12_11 12_13,3,BC:missing_target_anchor_edge
8229,0,5,12,6,1,00_05 05_12 06_12 06_01,3,BC:missing_target_anchor_edge
8238,0,5,12,6,13,00_05 05_12 06_12 06_13,3,BC:missing_target_anchor_edge
8264,0,5,12,9,3,00_05 05_12 09_12 09_03,3,BC:missing_target_anchor_edge
8265,0,5,12,9,4,00_05 05_12 09_12 09_04,3,BC:missing_target_anchor_edge
8270,0,5,12,9,11,00_05 05_12 09_12 09_11,3,BC:missing_target_anchor_edge
8289,0,5,12,11,7,00_05 05_12 11_12 11_07,3,BC:missing_target_anchor_edge
8291,0,5,12,11,9,00_05 05_12 11_12 11_09,3,BC:missing_target_anchor_edge
8292,0,5,12,11,10,00_05 05_12 11_12 11_10,3,BC:missing_target_anchor_edge
8299,0,5,12,13,6,00_05 05_12 13_12 13_06,3,BC:missing_target_anchor_edge
8301,0,5,12,13,8,00_05 05_12 13_12 13_08,3,BC:missing_target_anchor_edge
8305,0,5,12,13,14,00_05 05_12 13_12 13_14,3,BC:missing_target_anchor_edge
8361,0,5,13,6,1,00_05 05_13 06_13 06_01,3,BC:missing_target_anchor_edge
8370,0,5,13,6,12,00_05 05_13 06_13 06_12,3,BC:missing_target_anchor_edge
8384,0,5,13,8,2,00_05 05_13 08_13 08_02,3,BC:missing_target_anchor_edge
8385,0,5,13,8,3,00_05 05_13 08_13 08_03,3,BC:missing_target_anchor_edge
8393,0,5,13,8,14,00_05 05_13 08_13 08_14,3,BC:missing_target_anchor_edge
8431,0,5,13,12,6,00_05 05_13 12_13 12_06,3,BC:missing_target_anchor_edge
8434,0,5,13,12,9,00_05 05_13 12_13 12_09,3,BC:missing_target_anchor_edge
8436,0,5,13,12,11,00_05 05_13 12_13 12_11,3,BC:missing_target_anchor_edge
8444,0,5,13,14,8,00_05 05_13 14_13 14_08,3,BC:missing_target_anchor_edge
8446,0,5,13,14,10,00_05 05_13 14_13 14_10,3,BC:missing_target_anchor_edge
8449,0,5,14,1,2,00_05 05_14 01_14 01_02,3,DC:missing_target_anchor_edge
8452,0,5,14,1,6,00_05 05_14 01_14 01_06,3,DC:missing_target_anchor_edge
8453,0,5,14,1,7,00_05 05_14 01_14 01_07,3,DC:missing_target_anchor_edge
8460,0,5,14,2,1,00_05 05_14 02_14 02_01,3,DC:missing_target_anchor_edge
8461,0,5,14,2,3,00_05 05_14 02_14 02_03,3,DC:missing_target_anchor_edge
8464,0,5,14,2,7,00_05 05_14 02_14 02_07,3,DC:missing_target_anchor_edge
8465,0,5,14,2,8,00_05 05_14 02_14 02_08,3,DC:missing_target_anchor_edge
8472,0,5,14,3,2,00_05 05_14 03_14 03_02,3,DC:missing_target_anchor_edge
8473,0,5,14,3,4,00_05 05_14 03_14 03_04,3,DC:missing_target_anchor_edge
8476,0,5,14,3,8,00_05 05_14 03_14 03_08,3,DC:missing_target_anchor_edge
8477,0,5,14,3,9,00_05 05_14 03_14 03_09,3,DC:missing_target_anchor_edge
8484,0,5,14,4,3,00_05 05_14 04_14 04_03,3,DC:missing_target_anchor_edge
8488,0,5,14,4,9,00_05 05_14 04_14 04_09,3,DC:missing_target_anchor_edge
8493,0,5,14,6,1,00_05 05_14 06_14 06_01,3,DC:missing_target_anchor_edge
8502,0,5,14,6,12,00_05 05_14 06_14 06_12,3,DC:missing_target_anchor_edge
8503,0,5,14,6,13,00_05 05_14 06_14 06_13,3,DC:missing_target_anchor_edge
8504,0,5,14,7,1,00_05 05_14 07_14 07_01,3,DC:missing_target_anchor_edge
8505,0,5,14,7,2,00_05 05_14 07_14 07_02,3,DC:missing_target_anchor_edge
8511,0,5,14,7,10,00_05 05_14 07_14 07_10,3,DC:missing_target_anchor_edge
8512,0,5,14,7,11,00_05 05_14 07_14 07_11,3,DC:missing_target_anchor_edge
8515,0,5,14,8,1,00_05 05_14 08_14 08_01,3,DE:missing_target_anchor_edge
8518,0,5,14,8,4,00_05 05_14 08_14 08_04,3,DE:missing_target_anchor_edge
8519,0,5,14,8,6,00_05 05_14 08_14 08_06,3,DE:missing_target_anchor_edge
8520,0,5,14,8,7,00_05 05_14 08_14 08_07,3,DE:missing_target_anchor_edge
8521,0,5,14,8,9,00_05 05_14 08_14 08_09,3,DE:missing_target_anchor_edge
8522,0,5,14,8,10,00_05 05_14 08_14 08_10,3,DE:missing_target_anchor_edge
8523,0,5,14,8,11,00_05 05_14 08_14 08_11,3,DE:missing_target_anchor_edge
8524,0,5,14,8,12,00_05 05_14 08_14 08_12,3,DE:missing_target_anchor_edge
8528,0,5,14,9,3,00_05 05_14 09_14 09_03,3,DC:missing_target_anchor_edge
8529,0,5,14,9,4,00_05 05_14 09_14 09_04,3,DC:missing_target_anchor_edge
8534,0,5,14,9,11,00_05 05_14 09_14 09_11,3,DC:missing_target_anchor_edge
8535,0,5,14,9,12,00_05 05_14 09_14 09_12,3,DC:missing_target_anchor_edge
8537,0,5,14,10,1,00_05 05_14 10_14 10_01,3,DE:missing_target_anchor_edge
8538,0,5,14,10,2,00_05 05_14 10_14 10_02,3,DE:missing_target_anchor_edge
8539,0,5,14,10,3,00_05 05_14 10_14 10_03,3,DE:missing_target_anchor_edge
8540,0,5,14,10,4,00_05 05_14 10_14 10_04,3,DE:missing_target_anchor_edge
8541,0,5,14,10,6,00_05 05_14 10_14 10_06,3,DE:missing_target_anchor_edge
8543,0,5,14,10,8,00_05 05_14 10_14 10_08,3,DE:missing_target_anchor_edge
8544,0,5,14,10,9,00_05 05_14 10_14 10_09,3,DE:missing_target_anchor_edge
8546,0,5,14,10,12,00_05 05_14 10_14 10_12,3,DE:missing_target_anchor_edge
8547,0,5,14,10,13,00_05 05_14 10_14 10_13,3,DE:missing_target_anchor_edge
8553,0,5,14,11,7,00_05 05_14 11_14 11_07,3,DC:missing_target_anchor_edge
8555,0,5,14,11,9,00_05 05_14 11_14 11_09,3,DC:missing_target_anchor_edge
8556,0,5,14,11,10,00_05 05_14 11_14 11_10,3,DC:missing_target_anchor_edge
8557,0,5,14,11,12,00_05 05_14 11_14 11_12,3,DC:missing_target_anchor_edge
8563,0,5,14,12,6,00_05 05_14 12_14 12_06,3,DC:missing_target_anchor_edge
8566,0,5,14,12,9,00_05 05_14 12_14 12_09,3,DC:missing_target_anchor_edge
8568,0,5,14,12,11,00_05 05_14 12_14 12_11,3,DC:missing_target_anchor_edge
8569,0,5,14,12,13,00_05 05_14 12_14 12_13,3,DC:missing_target_anchor_edge
8570,0,5,14,13,1,00_05 05_14 13_14 13_01,3,DE:missing_target_anchor_edge
8571,0,5,14,13,2,00_05 05_14 13_14 13_02,3,DE:missing_target_anchor_edge
8572,0,5,14,13,3,00_05 05_14 13_14 13_03,3,DE:missing_target_anchor_edge
8573,0,5,14,13,4,00_05 05_14 13_14 13_04,3,DE:missing_target_anchor_edge
8575,0,5,14,13,7,00_05 05_14 13_14 13_07,3,DE:missing_target_anchor_edge
8577,0,5,14,13,9,00_05 05_14 13_14 13_09,3,DE:missing_target_anchor_edge
8578,0,5,14,13,10,00_05 05_14 13_14 13_10,3,DE:missing_target_anchor_edge
8579,0,5,14,13,11,00_05 05_14 13_14 13_11,3,DE:missing_target_anchor_edge
8582,0,6,1,2,4,00_06 06_01 02_01 02_04,3,DE:missing_target_anchor_edge
8583,0,6,1,2,5,00_06 06_01 02_01 02_05,3,DE:missing_target_anchor_edge
8586,0,6,1,2,9,00_06 06_01 02_01 02_09,3,DE:missing_target_anchor_edge
8587,0,6,1,2,10,00_06 06_01 02_01 02_10,3,DE:missing_target_anchor_edge
8588,0,6,1,2,11,00_06 06_01 02_01 02_11,3,DE:missing_target_anchor_edge
8589,0,6,1,2,12,00_06 06_01 02_01 02_12,3,DE:missing_target_anchor_edge
8590,0,6,1,2,13,00_06 06_01 02_01 02_13,3,DE:missing_target_anchor_edge
8591,0,6,1,2,14,00_06 06_01 02_01 02_14,3,DE:missing_target_anchor_edge
8592,0,6,1,3,2,00_06 06_01 03_01 03_02,3,DC:missing_target_anchor_edge
8593,0,6,1,3,4,00_06 06_01 03_01 03_04,3,DC:missing_target_anchor_edge
8596,0,6,1,3,8,00_06 06_01 03_01 03_08,3,DC:missing_target_anchor_edge
8597,0,6,1,3,9,00_06 06_01 03_01 03_09,3,DC:missing_target_anchor_edge
8604,0,6,1,4,3,00_06 06_01 04_01 04_03,3,DC:missing_target_anchor_edge
8605,0,6,1,4,5,00_06 06_01 04_01 04_05,3,DC:missing_target_anchor_edge
8608,0,6,1,4,9,00_06 06_01 04_01 04_09,3,DC:missing_target_anchor_edge
8616,0,6,1,5,4,00_06 06_01 05_01 05_04,3,DC:missing_target_anchor_edge
8620,0,6,1,5,10,00_06 06_01 05_01 05_10,3,DC:missing_target_anchor_edge
8624,0,6,1,5,14,00_06 06_01 05_01 05_14,3,DC:missing_target_anchor_edge
8626,0,6,1,7,3,00_06 06_01 07_01 07_03,3,DE:missing_target_anchor_edge
8627,0,6,1,7,4,00_06 06_01 07_01 07_04,3,DE:missing_target_anchor_edge
8628,0,6,1,7,5,00_06 06_01 07_01 07_05,3,DE:missing_target_anchor_edge
8629,0,6,1,7,8,00_06 06_01 07_01 07_08,3,DE:missing_target_anchor_edge
8630,0,6,1,7,9,00_06 06_01 07_01 07_09,3,DE:missing_target_anchor_edge
8633,0,6,1,7,12,00_06 06_01 07_01 07_12,3,DE:missing_target_anchor_edge
8634,0,6,1,7,13,00_06 06_01 07_01 07_13,3,DE:missing_target_anchor_edge
8635,0,6,1,7,14,00_06 06_01 07_01 07_14,3,DE:missing_target_anchor_edge
8636,0,6,1,8,2,00_06 06_01 08_01 08_02,3,DC:missing_target_anchor_edge
8637,0,6,1,8,3,00_06 06_01 08_01 08_03,3,DC:missing_target_anchor_edge
8645,0,6,1,8,13,00_06 06_01 08_01 08_13,3,DC:missing_target_anchor_edge
8646,0,6,1,8,14,00_06 06_01 08_01 08_14,3,DC:missing_target_anchor_edge
8648,0,6,1,9,3,00_06 06_01 09_01 09_03,3,DC:missing_target_anchor_edge
8649,0,6,1,9,4,00_06 06_01 09_01 09_04,3,DC:missing_target_anchor_edge
8654,0,6,1,9,11,00_06 06_01 09_01 09_11,3,DC:missing_target_anchor_edge
8655,0,6,1,9,12,00_06 06_01 09_01 09_12,3,DC:missing_target_anchor_edge
8661,0,6,1,10,5,00_06 06_01 10_01 10_05,3,DC:missing_target_anchor_edge
8662,0,6,1,10,7,00_06 06_01 10_01 10_07,3,DC:missing_target_anchor_edge
8665,0,6,1,10,11,00_06 06_01 10_01 10_11,3,DC:missing_target_anchor_edge
8668,0,6,1,10,14,00_06 06_01 10_01 10_14,3,DC:missing_target_anchor_edge
8673,0,6,1,11,7,00_06 06_01 11_01 11_07,3,DC:missing_target_anchor_edge
8675,0,6,1,11,9,00_06 06_01 11_01 11_09,3,DC:missing_target_anchor_edge
8676,0,6,1,11,10,00_06 06_01 11_01 11_10,3,DC:missing_target_anchor_edge
8677,0,6,1,11,12,00_06 06_01 11_01 11_12,3,DC:missing_target_anchor_edge
8686,0,6,1,12,9,00_06 06_01 12_01 12_09,3,DC:missing_target_anchor_edge
8688,0,6,1,12,11,00_06 06_01 12_01 12_11,3,DC:missing_target_anchor_edge
8689,0,6,1,12,13,00_06 06_01 12_01 12_13,3,DC:missing_target_anchor_edge
8696,0,6,1,13,8,00_06 06_01 13_01 13_08,3,DC:missing_target_anchor_edge
8700,0,6,1,13,12,00_06 06_01 13_01 13_12,3,DC:missing_target_anchor_edge
8701,0,6,1,13,14,00_06 06_01 13_01 13_14,3,DC:missing_target_anchor_edge
8705,0,6,1,14,5,00_06 06_01 14_01 14_05,3,DC:missing_target_anchor_edge
8707,0,6,1,14,8,00_06 06_01 14_01 14_08,3,DC:missing_target_anchor_edge
8709,0,6,1,14,10,00_06 06_01 14_01 14_10,3,DC:missing_target_anchor_edge
8712,0,6,1,14,13,00_06 06_01 14_01 14_13,3,DC:missing_target_anchor_edge
8716,0,6,2,1,7,00_06 06_02 01_02 01_07,3,BC:missing_target_anchor_edge
8725,0,6,2,3,4,00_06 06_02 03_02 03_04,3,BC:missing_target_anchor_edge
8728,0,6,2,3,8,00_06 06_02 03_02 03_08,3,BC:missing_target_anchor_edge
8729,0,6,2,3,9,00_06 06_02 03_02 03_09,3,BC:missing_target_anchor_edge
8757,0,6,2,7,1,00_06 06_02 07_02 07_01,3,BC:missing_target_anchor_edge
8763,0,6,2,7,10,00_06 06_02 07_02 07_10,3,BC:missing_target_anchor_edge
8764,0,6,2,7,11,00_06 06_02 07_02 07_11,3,BC:missing_target_anchor_edge
8769,0,6,2,8,3,00_06 06_02 08_02 08_03,3,BC:missing_target_anchor_edge
8777,0,6,2,8,13,00_06 06_02 08_02 08_13,3,BC:missing_target_anchor_edge
8778,0,6,2,8,14,00_06 06_02 08_02 08_14,3,BC:missing_target_anchor_edge
8856,0,6,3,2,1,00_06 06_03 02_03 02_01,3,BC:missing_target_anchor_edge
8859,0,6,3,2,7,00_06 06_03 02_03 02_07,3,BC:missing_target_anchor_edge
8860,0,6,3,2,8,00_06 06_03 02_03 02_08,3,BC:missing_target_anchor_edge
8869,0,6,3,4,5,00_06 06_03 04_03 04_05,3,BC:missing_target_anchor_edge
8872,0,6,3,4,9,00_06 06_03 04_03 04_09,3,BC:missing_target_anchor_edge
8901,0,6,3,8,2,00_06 06_03 08_03 08_02,3,BC:missing_target_anchor_edge
8909,0,6,3,8,13,00_06 06_03 08_03 08_13,3,BC:missing_target_anchor_edge
8910,0,6,3,8,14,00_06 06_03 08_03 08_14,3,BC:missing_target_anchor_edge
8913,0,6,3,9,4,00_06 06_03 09_03 09_04,3,BC:missing_target_anchor_edge
8918,0,6,3,9,11,00_06 06_03 09_03 09_11,3,BC:missing_target_anchor_edge
8919,0,6,3,9,12,00_06 06_03 09_03 09_12,3,BC:missing_target_anchor_edge
9000,0,6,4,3,2,00_06 06_04 03_04 03_02,3,BC:missing_target_anchor_edge
9003,0,6,4,3,8,00_06 06_04 03_04 03_08,3,BC:missing_target_anchor_edge
9004,0,6,4,3,9,00_06 06_04 03_04 03_09,3,BC:missing_target_anchor_edge
9016,0,6,4,5,10,00_06 06_04 05_04 05_10,3,BC:missing_target_anchor_edge
9020,0,6,4,5,14,00_06 06_04 05_04 05_14,3,BC:missing_target_anchor_edge
9045,0,6,4,9,3,00_06 06_04 09_04 09_03,3,BC:missing_target_anchor_edge
9050,0,6,4,9,11,00_06 06_04 09_04 09_11,3,BC:missing_target_anchor_edge
9051,0,6,4,9,12,00_06 06_04 09_04 09_12,3,BC:missing_target_anchor_edge
9144,0,6,5,4,3,00_06 06_05 04_05 04_03,3,BC:missing_target_anchor_edge
9147,0,6,5,4,9,00_06 06_05 04_05 04_09,3,BC:missing_target_anchor_edge
9190,0,6,5,10,7,00_06 06_05 10_05 10_07,3,BC:missing_target_anchor_edge
9193,0,6,5,10,11,00_06 06_05 10_05 10_11,3,BC:missing_target_anchor_edge
9196,0,6,5,10,14,00_06 06_05 10_05 10_14,3,BC:missing_target_anchor_edge
9235,0,6,5,14,8,00_06 06_05 14_05 14_08,3,BC:missing_target_anchor_edge
9237,0,6,5,14,10,00_06 06_05 14_05 14_10,3,BC:missing_target_anchor_edge
9240,0,6,5,14,13,00_06 06_05 14_05 14_13,3,BC:missing_target_anchor_edge
9241,0,6,7,1,2,00_06 06_07 01_07 01_02,3,BC:missing_target_anchor_edge
9252,0,6,7,2,1,00_06 06_07 02_07 02_01,3,BC:missing_target_anchor_edge
9253,0,6,7,2,3,00_06 06_07 02_07 02_03,3,BC:missing_target_anchor_edge
9256,0,6,7,2,8,00_06 06_07 02_07 02_08,3,BC:missing_target_anchor_edge
9322,0,6,7,10,5,00_06 06_07 10_07 10_05,3,BC:missing_target_anchor_edge
9325,0,6,7,10,11,00_06 06_07 10_07 10_11,3,BC:missing_target_anchor_edge
9328,0,6,7,10,14,00_06 06_07 10_07 10_14,3,BC:missing_target_anchor_edge
9335,0,6,7,11,9,00_06 06_07 11_07 11_09,3,BC:missing_target_anchor_edge
9336,0,6,7,11,10,00_06 06_07 11_07 11_10,3,BC:missing_target_anchor_edge
9337,0,6,7,11,12,00_06 06_07 11_07 11_12,3,BC:missing_target_anchor_edge
9384,0,6,8,2,1,00_06 06_08 02_08 02_01,3,BC:missing_target_anchor_edge
9385,0,6,8,2,3,00_06 06_08 02_08 02_03,3,BC:missing_target_anchor_edge
9388,0,6,8,2,7,00_06 06_08 02_08 02_07,3,BC:missing_target_anchor_edge
9396,0,6,8,3,2,00_06 06_08 03_08 03_02,3,BC:missing_target_anchor_edge
9397,0,6,8,3,4,00_06 06_08 03_08 03_04,3,BC:missing_target_anchor_edge
9400,0,6,8,3,9,00_06 06_08 03_08 03_09,3,BC:missing_target_anchor_edge
9492,0,6,8,13,12,00_06 06_08 13_08 13_12,3,BC:missing_target_anchor_edge
9493,0,6,8,13,14,00_06 06_08 13_08 13_14,3,BC:missing_target_anchor_edge
9498,0,6,8,14,5,00_06 06_08 14_08 14_05,3,BC:missing_target_anchor_edge
9501,0,6,8,14,10,00_06 06_08 14_08 14_10,3,BC:missing_target_anchor_edge
9504,0,6,8,14,13,00_06 06_08 14_08 14_13,3,BC:missing_target_anchor_edge
9528,0,6,9,3,2,00_06 06_09 03_09 03_02,3,BC:missing_target_anchor_edge
9529,0,6,9,3,4,00_06 06_09 03_09 03_04,3,BC:missing_target_anchor_edge
9532,0,6,9,3,8,00_06 06_09 03_09 03_08,3,BC:missing_target_anchor_edge
9540,0,6,9,4,3,00_06 06_09 04_09 04_03,3,BC:missing_target_anchor_edge
9541,0,6,9,4,5,00_06 06_09 04_09 04_05,3,BC:missing_target_anchor_edge
9598,0,6,9,11,7,00_06 06_09 11_09 11_07,3,BC:missing_target_anchor_edge
9600,0,6,9,11,10,00_06 06_09 11_09 11_10,3,BC:missing_target_anchor_edge
9601,0,6,9,11,12,00_06 06_09 11_09 11_12,3,BC:missing_target_anchor_edge
9612,0,6,9,12,11,00_06 06_09 12_09 12_11,3,BC:missing_target_anchor_edge
9613,0,6,9,12,13,00_06 06_09 12_09 12_13,3,BC:missing_target_anchor_edge
9684,0,6,10,5,4,00_06 06_10 05_10 05_04,3,BC:missing_target_anchor_edge
9691,0,6,10,5,14,00_06 06_10 05_10 05_14,3,BC:missing_target_anchor_edge
9692,0,6,10,7,1,00_06 06_10 07_10 07_01,3,BC:missing_target_anchor_edge
9693,0,6,10,7,2,00_06 06_10 07_10 07_02,3,BC:missing_target_anchor_edge
9699,0,6,10,7,11,00_06 06_10 07_10 07_11,3,BC:missing_target_anchor_edge
9730,0,6,10,11,7,00_06 06_10 11_10 11_07,3,BC:missing_target_anchor_edge
9732,0,6,10,11,9,00_06 06_10 11_10 11_09,3,BC:missing_target_anchor_edge
9733,0,6,10,11,12,00_06 06_10 11_10 11_12,3,BC:missing_target_anchor_edge
9762,0,6,10,14,5,00_06 06_10 14_10 14_05,3,BC:missing_target_anchor_edge
9764,0,6,10,14,8,00_06 06_10 14_10 14_08,3,BC:missing_target_anchor_edge
9768,0,6,10,14,13,00_06 06_10 14_10 14_13,3,BC:missing_target_anchor_edge
9824,0,6,11,7,1,00_06 06_11 07_11 07_01,3,BC:missing_target_anchor_edge
9825,0,6,11,7,2,00_06 06_11 07_11 07_02,3,BC:missing_target_anchor_edge
9831,0,6,11,7,10,00_06 06_11 07_11 07_10,3,BC:missing_target_anchor_edge
9848,0,6,11,9,3,00_06 06_11 09_11 09_03,3,BC:missing_target_anchor_edge
9849,0,6,11,9,4,00_06 06_11 09_11 09_04,3,BC:missing_target_anchor_edge
9854,0,6,11,9,12,00_06 06_11 09_11 09_12,3,BC:missing_target_anchor_edge
9861,0,6,11,10,5,00_06 06_11 10_11 10_05,3,BC:missing_target_anchor_edge
9862,0,6,11,10,7,00_06 06_11 10_11 10_07,3,BC:missing_target_anchor_edge
9867,0,6,11,10,14,00_06 06_11 10_11 10_14,3,BC:missing_target_anchor_edge
9875,0,6,11,12,9,00_06 06_11 12_11 12_09,3,BC:missing_target_anchor_edge
9877,0,6,11,12,13,00_06 06_11 12_11 12_13,3,BC:missing_target_anchor_edge
9901,0,6,12,1,2,00_06 06_12 01_12 01_02,3,DC:missing_target_anchor_edge
9905,0,6,12,1,7,00_06 06_12 01_12 01_07,3,DC:missing_target_anchor_edge
9912,0,6,12,2,1,00_06 06_12 02_12 02_01,3,DC:missing_target_anchor_edge
