path,source_class,byte_count,contains_03_09,contains_13,contains_constructive_terms
labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_near_misses.v1.csv,other_surface,365044,true,true,true
labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_scaffold_013_criteria.v1.csv,other_surface,1413,false,false,true
labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_scaffold_013_search_space.v1.csv,other_surface,917,false,false,true
labs/g900_observatory/artifacts/csv/g900_transport_census_phase_checkpoint_017_ladder.v1.csv,construction_surface,839,false,true,true
labs/g900_observatory/artifacts/csv/g900_transport_choice_apparatus_checkpoint_031_claims.v1.csv,choice_surface_excluded,899,false,false,true
labs/g900_observatory/artifacts/csv/g900_transport_choice_apparatus_checkpoint_031_ladder.v1.csv,choice_surface_excluded,1509,false,false,true
labs/g900_observatory/artifacts/csv/g900_transport_choice_apparatus_checkpoint_031_next_forks.v1.csv,choice_surface_excluded,627,false,false,false
labs/g900_observatory/artifacts/csv/g900_transport_choice_apparatus_theorem_note_032_claims.v1.csv,choice_surface_excluded,1102,false,false,true
labs/g900_observatory/artifacts/csv/g900_transport_choice_apparatus_theorem_note_032_dependencies.v1.csv,choice_surface_excluded,1103,false,false,true
labs/g900_observatory/artifacts/csv/g900_transport_choice_apparatus_theorem_note_032_proof_steps.v1.csv,choice_surface_excluded,1003,false,false,true
labs/g900_observatory/artifacts/csv/g900_transport_deferred_candidate_gate_audit_020_rows.v1.csv,other_surface,24393,true,true,false
labs/g900_observatory/artifacts/csv/g900_transport_deferred_candidate_gate_audit_020_summary.v1.csv,other_surface,499,false,false,false
labs/g900_observatory/artifacts/csv/g900_transport_deferred_frontier_symmetry_census_019_clusters.v1.csv,other_surface,21518,false,true,true
labs/g900_observatory/artifacts/csv/g900_transport_deferred_frontier_symmetry_census_019_rows.v1.csv,other_surface,18057,true,true,true
labs/g900_observatory/artifacts/csv/g900_transport_deferred_gate_frontier_full_audit_018b_clusters.v1.csv,other_surface,8319,false,true,false
labs/g900_observatory/artifacts/csv/g900_transport_deferred_gate_frontier_full_audit_018b_rows.v1.csv,other_surface,25636,true,true,true
labs/g900_observatory/artifacts/csv/g900_transport_deferred_gate_frontier_worklist_018a.v1.csv,other_surface,19658,true,true,false
labs/g900_observatory/artifacts/csv/g900_transport_frontier_choice_apparatus_protocol_027_next_work.v1.csv,choice_surface_excluded,639,false,false,false
labs/g900_observatory/artifacts/csv/g900_transport_frontier_choice_apparatus_protocol_027_rules.v1.csv,choice_surface_excluded,1156,false,false,true
labs/g900_observatory/artifacts/csv/g900_transport_frontier_choice_apparatus_protocol_027_statuses.v1.csv,choice_surface_excluded,1156,false,false,true
labs/g900_observatory/artifacts/csv/g900_transport_frontier_choice_function_search_029_blocked_hypotheses.v1.csv,choice_surface_excluded,13137,true,true,false
labs/g900_observatory/artifacts/csv/g900_transport_frontier_choice_function_search_029_field_census.v1.csv,choice_surface_excluded,5914,true,true,true
labs/g900_observatory/artifacts/csv/g900_transport_frontier_choice_function_search_029_hypotheses.v1.csv,choice_surface_excluded,36659,false,true,false
labs/g900_observatory/artifacts/csv/g900_transport_frontier_choice_function_stress_test_030_blockers.v1.csv,choice_surface_excluded,219,false,false,false
labs/g900_observatory/artifacts/csv/g900_transport_frontier_choice_function_stress_test_030_null_summary.v1.csv,choice_surface_excluded,216,false,false,false
labs/g900_observatory/artifacts/csv/g900_transport_frontier_choice_function_stress_test_030_rows.v1.csv,choice_surface_excluded,59031,false,true,false
labs/g900_observatory/artifacts/csv/g900_transport_frontier_choice_variable_inventory_028_candidate_fields.v1.csv,choice_surface_excluded,4548,true,true,true
labs/g900_observatory/artifacts/csv/g900_transport_frontier_choice_variable_inventory_028_next_tests.v1.csv,choice_surface_excluded,611,true,true,false
labs/g900_observatory/artifacts/csv/g900_transport_frontier_choice_variable_inventory_028_source_files.v1.csv,choice_surface_excluded,18332,true,true,true
labs/g900_observatory/artifacts/csv/g900_transport_pair_selector_admission_hypothesis_audit_022_hypotheses.v1.csv,prior_selector_surface,3835,true,true,true
labs/g900_observatory/artifacts/csv/g900_transport_permission_frontier_checkpoint_025_next_forks.v1.csv,other_surface,657,false,false,true
labs/g900_observatory/artifacts/csv/g900_transport_permission_frontier_checkpoint_025_rows.v1.csv,other_surface,1782,true,true,false
labs/g900_observatory/artifacts/csv/g900_transport_permission_frontier_theorem_note_026_claims.v1.csv,other_surface,1184,true,true,true
labs/g900_observatory/artifacts/csv/g900_transport_permission_frontier_theorem_note_026_dependencies.v1.csv,other_surface,900,false,false,true
labs/g900_observatory/artifacts/csv/g900_transport_permission_gate_family_filter_016_candidates.v1.csv,other_surface,13412,true,true,false
labs/g900_observatory/artifacts/csv/g900_transport_permission_gate_family_filter_016_summary.v1.csv,other_surface,609,false,false,false
labs/g900_observatory/artifacts/csv/g900_transport_permission_sharpness_audit_021_closest_candidates.v1.csv,prior_selector_surface,10242,true,true,true
labs/g900_observatory/artifacts/csv/g900_transport_permission_sharpness_audit_021_pair_selectors.v1.csv,prior_selector_surface,2266,true,true,true
labs/g900_observatory/artifacts/csv/g900_transport_permission_sharpness_audit_021_seed_feature_hits.v1.csv,prior_selector_surface,2527,true,true,true
labs/g900_observatory/artifacts/csv/g900_transport_selector_coupling_law_audit_024_candidate_laws.v1.csv,prior_selector_surface,3540,false,false,true
labs/g900_observatory/artifacts/csv/g900_transport_selector_coupling_law_audit_024_hit_classes.v1.csv,prior_selector_surface,27297,true,true,true
labs/g900_observatory/artifacts/csv/g900_transport_successor_rule_family_filter_015_profile_matches.v1.csv,construction_surface,13988,true,true,true
labs/g900_observatory/artifacts/csv/g900_transport_successor_rule_family_filter_015_profile_summary.v1.csv,construction_surface,1119,false,true,false
labs/g900_observatory/artifacts/json/g900-six-nine-ladder-3-6-9-12-source-derivation-audit-001.v1.json,construction_surface,11730,false,false,true
labs/g900_observatory/artifacts/json/g900-six-nine-ladder-3-6-9-12-source-provenance-audit-002.v1.json,construction_surface,6523,false,false,true
labs/g900_observatory/artifacts/json/g900_0309_vs_0609_2324_fork_audit_001.v1.json,other_surface,25029,true,true,true
labs/g900_observatory/artifacts/json/g900_all_phase_ladder_spectrum_audit_001.v1.json,construction_surface,58165,true,true,true
labs/g900_observatory/artifacts/json/g900_anomaly_marker_event_gate_001.v1.json,other_surface,5313,false,false,true
labs/g900_observatory/artifacts/json/g900_body_id_census_v0.1.json,other_surface,4689,false,true,true
labs/g900_observatory/artifacts/json/g900_boundary_trace_physics_frontier_001.v1.json,construction_surface,6032,false,false,true
labs/g900_observatory/artifacts/json/g900_carrier_family_render_selector_v0.1.json,construction_surface,937,false,false,true
labs/g900_observatory/artifacts/json/g900_carrier_layer_renumbering_v0.1.json,construction_surface,2404,false,false,true
labs/g900_observatory/artifacts/json/g900_channel_admission_readiness_receipt_001.v1.json,construction_surface,6725,true,true,true
labs/g900_observatory/artifacts/json/g900_channel_admission_recheck_after_local_law_001.v1.json,construction_surface,7214,true,true,true
labs/g900_observatory/artifacts/json/g900_channel_admission_recheck_after_render_contract_001.v1.json,construction_surface,6806,true,true,true
labs/g900_observatory/artifacts/json/g900_channel_admission_recheck_after_semantics_001.v1.json,construction_surface,8520,true,true,true
labs/g900_observatory/artifacts/json/g900_channel_candidate_classifier_001.v1.json,construction_surface,33030,true,true,true
labs/g900_observatory/artifacts/json/g900_channel_render_contract_001.v1.json,construction_surface,9374,true,true,true
labs/g900_observatory/artifacts/json/g900_channel_scaffold_v0.1.json,construction_surface,551,false,false,true
labs/g900_observatory/artifacts/json/g900_channel_semantics_contract_001.v1.json,construction_surface,8768,true,true,true
labs/g900_observatory/artifacts/json/g900_channel_source_inventory_001.v1.json,construction_surface,13344,true,false,true
labs/g900_observatory/artifacts/json/g900_channels_pre_explicit_admission_backup_001.v1.json,construction_surface,1121,false,false,true
labs/g900_observatory/artifacts/json/g900_count_signature_class_anatomy_001.v1.json,other_surface,166707,true,true,true
labs/g900_observatory/artifacts/json/g900_distinct_ladder_nonanswer_comparison_001.v1.json,other_surface,6615,true,false,true
labs/g900_observatory/artifacts/json/g900_edge_limit_phase_scan_001.v1.json,construction_surface,76497,false,true,true
labs/g900_observatory/artifacts/json/g900_edge_overlap_candidate_inspection_001.v1.json,other_surface,11254,false,true,true
labs/g900_observatory/artifacts/json/g900_edge_shape_inspect_v0.1.json,other_surface,2989,false,false,true
labs/g900_observatory/artifacts/json/g900_edge_tuple_census_v0.1.json,other_surface,3949,false,true,true
labs/g900_observatory/artifacts/json/g900_endpoint_incidence_g15_skeleton_audit_001.v1.json,construction_surface,5634,false,true,true
labs/g900_observatory/artifacts/json/g900_endpoint_incidence_orientation_frontier_001.v1.json,construction_surface,5511,true,true,true
labs/g900_observatory/artifacts/json/g900_endpoint_incidence_source_reconstruction_001.v1.json,construction_surface,63691,true,true,true
labs/g900_observatory/artifacts/json/g900_expanded_layer_ladder_v0.1.json,other_surface,3444,false,false,true
labs/g900_observatory/artifacts/json/g900_explicit_return_cell_channel_admission_001.v1.json,construction_surface,9391,true,true,true
labs/g900_observatory/artifacts/json/g900_finite_boundary_type_ledger_001.v1.json,construction_surface,10337,false,false,true
labs/g900_observatory/artifacts/json/g900_first_smoke_rail_v0.1.json,other_surface,2624,false,false,true
labs/g900_observatory/artifacts/json/g900_full60_endpoint_pair_hit_inspection_001.v1.json,construction_surface,22567,true,true,true
labs/g900_observatory/artifacts/json/g900_full60_hit_component_taxonomy_audit_001.v1.json,construction_surface,8891,true,true,true
labs/g900_observatory/artifacts/json/g900_full60_hit_pair_g15_subgraph_audit_001.v1.json,construction_surface,20848,true,true,true
labs/g900_observatory/artifacts/json/g900_full60_package_support_audit_001.v1.json,construction_surface,1155882,true,true,true
labs/g900_observatory/artifacts/json/g900_full60_path_position_package_audit_001.v1.json,construction_surface,45425,true,true,true
labs/g900_observatory/artifacts/json/g900_full60_phase_support_classification_001.v1.json,construction_surface,11909,true,true,true
labs/g900_observatory/artifacts/json/g900_full60_transition_package_anatomy_001.v1.json,construction_surface,16841,true,true,true
labs/g900_observatory/artifacts/json/g900_g15_cube_assignment_from_adjacency_probe_001.v1.json,other_surface,32505,true,true,true
labs/g900_observatory/artifacts/json/g900_g15_cube_focused_schema_extractor_001.v1.json,other_surface,934896,true,true,true
labs/g900_observatory/artifacts/json/g900_g15_cube_label_assignment_probe_001.v1.json,other_surface,140568,true,true,true
labs/g900_observatory/artifacts/json/g900_g15_cube_label_source_search_001.v1.json,construction_surface,1688037,true,true,true
labs/g900_observatory/artifacts/json/g900_g15_cube_orientation_provenance_probe_001.v1.json,other_surface,105811,true,true,true
labs/g900_observatory/artifacts/json/g900_g15_cube_six_nine_hypothesis_probe_001.v1.json,other_surface,30781,false,true,true
labs/g900_observatory/artifacts/json/g900_g60_plus30_antipodal_wrap_audit_001.v1.json,other_surface,9345,false,true,true
labs/g900_observatory/artifacts/json/g900_g60_true_antipode_sheet_wrap_probe_001.v1.json,other_surface,20510,true,true,true
labs/g900_observatory/artifacts/json/g900_global_local_return_cell_oriented_census_001.v1.json,construction_surface,22183,true,true,true
labs/g900_observatory/artifacts/json/g900_global_return_cell_label_free_selector_audit_001.v1.json,construction_surface,16201,true,true,true
labs/g900_observatory/artifacts/json/g900_hit_forest_root_endpoint_rule_scope_audit_001.v1.json,construction_surface,11268,true,true,true
labs/g900_observatory/artifacts/json/g900_ladder_nearest_anchor_condition_audit_001.v1.json,construction_surface,25917,true,true,true
labs/g900_observatory/artifacts/json/g900_layer3_channel_frontier_ledger_001.v1.json,construction_surface,10762,false,false,true
labs/g900_observatory/artifacts/json/g900_live_stage_marker_renderer_admission_001.v1.json,other_surface,6779,false,false,true
labs/g900_observatory/artifacts/json/g900_live_stage_marker_renderer_stub_001.v1.json,other_surface,6642,false,true,true
labs/g900_observatory/artifacts/json/g900_local_non_pair_identity_transition_length_law_001.v1.json,construction_surface,14558,true,true,true
labs/g900_observatory/artifacts/json/g900_marker_debug_audit_gate_http_smoke_001.v1.json,other_surface,5256,false,false,true
labs/g900_observatory/artifacts/json/g900_marker_debug_http_smoke_001.v1.json,other_surface,4459,false,true,true
labs/g900_observatory/artifacts/json/g900_marker_debug_receipt_pack_001.v1.json,other_surface,7060,false,false,true
labs/g900_observatory/artifacts/json/g900_marker_debug_stepper_trail_http_smoke_001.v1.json,other_surface,5107,false,true,true
labs/g900_observatory/artifacts/json/g900_marker_development_pause_boundary_001.v1.json,construction_surface,1878,false,false,true
labs/g900_observatory/artifacts/json/g900_marker_edge_index_audit_001.v1.json,other_surface,5101,false,false,true
labs/g900_observatory/artifacts/json/g900_marker_event_binding_contract_001.v1.json,other_surface,4592,false,false,true
labs/g900_observatory/artifacts/json/g900_marker_event_gate_recheck_001.v1.json,other_surface,5093,false,true,true
labs/g900_observatory/artifacts/json/g900_marker_layer_panel_stub_001.v1.json,other_surface,1516,false,false,true
labs/g900_observatory/artifacts/json/g900_marker_layer_panel_stub_http_smoke_001.v1.json,other_surface,4074,false,true,true
labs/g900_observatory/artifacts/json/g900_marker_path_resume_after_renderer_rollback_001.v1.json,other_surface,2810,false,false,true
labs/g900_observatory/artifacts/json/g900_marker_render_contract_001.v1.json,other_surface,6092,false,false,true
labs/g900_observatory/artifacts/json/g900_nearest_anchor_rule_all_source_gap_forks_audit_001.v1.json,construction_surface,21308,true,true,true
labs/g900_observatory/artifacts/json/g900_p7_hinge_return_pocket_source_provenance_audit_001.v1.json,construction_surface,7750,true,true,true
labs/g900_observatory/artifacts/json/g900_p7_interior_package_source_feature_audit_001.v1.json,construction_surface,30773,true,true,true
labs/g900_observatory/artifacts/json/g900_p7_local_return_cell_closure_law_audit_001.v1.json,construction_surface,7134,true,true,true
labs/g900_observatory/artifacts/json/g900_p7_local_return_cell_grammar_audit_001.v1.json,construction_surface,5134,true,true,true
labs/g900_observatory/artifacts/json/g900_p7_rhythm_partition_uniqueness_audit_001.v1.json,other_surface,18294,true,true,true
labs/g900_observatory/artifacts/json/g900_p7_root_endpoint_rule_audit_001.v1.json,construction_surface,6072,true,true,true
labs/g900_observatory/artifacts/json/g900_p7_transition_length_selector_audit_001.v1.json,construction_surface,4443,true,false,true
labs/g900_observatory/artifacts/json/g900_p7_transition_weight_rhythm_audit_001.v1.json,construction_surface,3685,true,true,true
labs/g900_observatory/artifacts/json/g900_pair_root_alignment_spectrum_audit_001.v1.json,construction_surface,33313,true,true,true
labs/g900_observatory/artifacts/json/g900_pair_root_triplet_03_09_root9_audit_001.v1.json,construction_surface,9622,true,true,true
labs/g900_observatory/artifacts/json/g900_phase3_distinct_ladder_condition_audit_001.v1.json,construction_surface,6213,true,true,true
labs/g900_observatory/artifacts/json/g900_phase3_fork_ladder_family_audit_001.v1.json,construction_surface,18203,true,true,true
labs/g900_observatory/artifacts/json/g900_phase3_other_ladder_comparison_001.v1.json,construction_surface,6387,true,true,true
labs/g900_observatory/artifacts/json/g900_phase_transition_grammar_001.v1.json,construction_surface,69640,false,true,true
labs/g900_observatory/artifacts/json/g900_post_channel_admission_integrity_audit_001.v1.json,construction_surface,6877,true,true,true
labs/g900_observatory/artifacts/json/g900_post_stub_marker_event_gate_recheck_001.v1.json,other_surface,6609,false,true,true
labs/g900_observatory/artifacts/json/g900_predicted_frame_registry_03_09_vs_03_06_audit_001.v1.json,other_surface,7427,true,true,true
labs/g900_observatory/artifacts/json/g900_primary_slot_projection_census_001.v1.json,other_surface,11694,false,true,true
labs/g900_observatory/artifacts/json/g900_projection_exception_handles_001.v1.json,other_surface,64076,true,true,true
labs/g900_observatory/artifacts/json/g900_projection_exception_neighbor_contrast_001.v1.json,other_surface,279228,false,true,true
labs/g900_observatory/artifacts/json/g900_registered_trace_criterion_001.v1.json,other_surface,7153,false,false,true
labs/g900_observatory/artifacts/json/g900_registry_admission_condition_03_09_vs_03_06_001.v1.json,other_surface,16791,true,true,true
labs/g900_observatory/artifacts/json/g900_repeated_high_endpoint_nonclean_pocket_audit_001.v1.json,other_surface,4232,true,true,true
labs/g900_observatory/artifacts/json/g900_return_cell_bounded_information_transport_admission_007.v1.json,construction_surface,8798,false,true,true
labs/g900_observatory/artifacts/json/g900_return_cell_carrier_incidence_packet_scout_002.v1.json,construction_surface,7071,true,true,true
labs/g900_observatory/artifacts/json/g900_return_cell_channel_admission_criteria_001.v1.json,construction_surface,6041,true,true,true
labs/g900_observatory/artifacts/json/g900_return_cell_channel_admission_gate_audit_004.v1.json,construction_surface,7718,true,true,true
labs/g900_observatory/artifacts/json/g900_return_cell_conserved_packet_scout_001.v1.json,construction_surface,4616,true,true,true
labs/g900_observatory/artifacts/json/g900_return_cell_cycle_event_contract_001.v1.json,construction_surface,5608,true,true,true
labs/g900_observatory/artifacts/json/g900_return_cell_information_flux_witness_010.v1.json,construction_surface,6788,false,true,true
labs/g900_observatory/artifacts/json/g900_return_cell_one_step_information_transport_support_audit_006.v1.json,construction_surface,13592,true,true,true
labs/g900_observatory/artifacts/json/g900_return_cell_packet_successor_rule_scout_003.v1.json,construction_surface,6971,true,true,true
labs/g900_observatory/artifacts/json/g900_return_cell_permission_channel_admission_005.v1.json,construction_surface,8205,true,true,true
labs/g900_observatory/artifacts/json/g900_return_cell_selector_field_origin_audit_001.v1.json,construction_surface,4707,true,true,true
labs/g900_observatory/artifacts/json/g900_return_cell_transition_length_origin_audit_001.v1.json,construction_surface,16253,true,true,true
labs/g900_observatory/artifacts/json/g900_return_cell_transport_checkpoint_009.v1.json,construction_surface,8088,false,true,true
labs/g900_observatory/artifacts/json/g900_return_cell_transport_theorem_note_011.v1.json,construction_surface,4075,false,true,true
labs/g900_observatory/artifacts/json/g900_root_slot_12_2324_compound_zero_hit_audit_001.v1.json,construction_surface,22021,false,true,true
labs/g900_observatory/artifacts/json/g900_root_slot_12_2324_source_provenance_probe_001.v1.json,construction_surface,39020,false,true,true
labs/g900_observatory/artifacts/json/g900_root_slot_12_global_scope_audit_001.v1.json,construction_surface,59116,false,true,true
labs/g900_observatory/artifacts/json/g900_root_slot_12_zero_hit_fork_anatomy_001.v1.json,construction_surface,26095,true,true,true
labs/g900_observatory/artifacts/json/g900_root_smoke_edge_limit_probe_001.v1.json,construction_surface,143560,false,true,true
labs/g900_observatory/artifacts/json/g900_root_smoke_signature_census_001.v1.json,construction_surface,337264,true,true,true
labs/g900_observatory/artifacts/json/g900_sheets_per_second_quartz_boundary_001.v1.json,construction_surface,7673,false,true,true
labs/g900_observatory/artifacts/json/g900_sheets_per_second_ui_note_001.v1.json,other_surface,6112,false,true,true
labs/g900_observatory/artifacts/json/g900_sheets_per_second_ui_note_smoke_003.v1.json,other_surface,5622,false,true,true
labs/g900_observatory/artifacts/json/g900_sheets_per_second_ui_note_tuck_002.v1.json,other_surface,6211,false,true,true
labs/g900_observatory/artifacts/json/g900_six_nine_040_missing_selector_replay_056.v1.json,other_surface,1748,false,false,true
labs/g900_observatory/artifacts/json/g900_six_nine_040_selector_schema_path_replay_057.v1.json,other_surface,2903,false,false,true
labs/g900_observatory/artifacts/json/g900_six_nine_address_core_expansion_count_law_045.v1.json,other_surface,2286,false,false,true
labs/g900_observatory/artifacts/json/g900_six_nine_address_core_material_target_compare_054.v1.json,other_surface,2325,false,false,true
labs/g900_observatory/artifacts/json/g900_six_nine_address_core_material_target_export_055.v1.json,other_surface,1469,false,false,true
labs/g900_observatory/artifacts/json/g900_six_nine_address_core_origin_seed_mismatch_044.v1.json,other_surface,2061,false,false,true
labs/g900_observatory/artifacts/json/g900_six_nine_address_core_origin_surface_043.v1.json,other_surface,57255,false,true,true
labs/g900_observatory/artifacts/json/g900_six_nine_af_return_seam_probe_001.v1.json,other_surface,4714,false,true,true
labs/g900_observatory/artifacts/json/g900_six_nine_answering_outside_fork_audit_001.v1.json,other_surface,44058,true,true,true
labs/g900_observatory/artifacts/json/g900_six_nine_boundary_orientation_probe_001.v1.json,construction_surface,2000000,true,true,true
labs/g900_observatory/artifacts/json/g900_six_nine_broken_ladder_face_source_law_027.v1.json,construction_surface,6217,false,false,true
labs/g900_observatory/artifacts/json/g900_six_nine_corrected_target_union_compare_059.v1.json,other_surface,84878,true,true,true
labs/g900_observatory/artifacts/json/g900_six_nine_endpoint_chord_hinge_origin_law_029.v1.json,other_surface,3940,false,false,true
labs/g900_observatory/artifacts/json/g900_six_nine_endpoint_chord_scope_audit_031.v1.json,other_surface,31801,false,true,true
labs/g900_observatory/artifacts/json/g900_six_nine_endpoint_chord_source_provenance_scout_030.v1.json,construction_surface,45938,false,true,true
labs/g900_observatory/artifacts/json/g900_six_nine_endpoint_contrast_pair_taxonomy_032.v1.json,other_surface,44710,true,true,true
labs/g900_observatory/artifacts/json/g900_six_nine_expansion_source_field_inventory_046.v1.json,construction_surface,29775,false,true,true
labs/g900_observatory/artifacts/json/g900_six_nine_explicit_half_turn_witness_search_001.v1.json,other_surface,82683,true,true,true
labs/g900_observatory/artifacts/json/g900_six_nine_final_pair_identity_set_anatomy_066.v1.json,other_surface,20621,false,false,true
labs/g900_observatory/artifacts/json/g900_six_nine_final_quotient_miss_anatomy_063.v1.json,other_surface,3772,false,false,true
labs/g900_observatory/artifacts/json/g900_six_nine_fork_plateau_checkpoint_001.v1.json,other_surface,3143,true,true,true
labs/g900_observatory/artifacts/json/g900_six_nine_foundation_packet_broader_origin_selector_009.v1.json,construction_surface,131123,false,false,true
labs/g900_observatory/artifacts/json/g900_six_nine_foundation_packet_context_contrast_010.v1.json,construction_surface,139220,false,true,true
labs/g900_observatory/artifacts/json/g900_six_nine_foundation_packet_origin_selector_008.v1.json,construction_surface,55486,false,false,true
labs/g900_observatory/artifacts/json/g900_six_nine_from_limit_23_source_audit_001.v1.json,construction_surface,82585,true,true,true
labs/g900_observatory/artifacts/json/g900_six_nine_half_turn_witness_probe_001.v1.json,other_surface,23556,true,true,true
labs/g900_observatory/artifacts/json/g900_six_nine_inside6_gap_phase_origin_law_028.v1.json,construction_surface,4960,false,false,true
labs/g900_observatory/artifacts/json/g900_six_nine_inside6_two_faced_hinge_cell_law_026.v1.json,other_surface,2805,false,false,true
